1,290,3.15
2,280,3.1
3,270,3.1
4,260,3
5,250,3
6,240,3
7,230,3
8,220,2.93
9,210,2.84
10,200,2.76
11,190,2.67
12,180,2.6
13,170,2.5
14,160,2.4
15,150,2.3
16,140,2.2
17,130,2.1
18,120,2.0
19,110,2
20,100,2
21,90,1.8
22,80,1.8
23,70,1.5
24,60,1.5
25,52,1.5
26,42,1.4
27,35,1.3
28,24,1.0
29,19,0.8
30,15,0.5
31,12,0.4
32,5,0.3
